split,tournament,player,fj_id,tm_id,dob,team_id,team_name,position,age,value_before,value_before_12m,value_after,wc_goals,wc_matches,wc_starts,wc_subs,prior_wc,target_logratio,target_pct,log_vb,value_trend_1y,pos_DEF,pos_FWD,pos_GK,pos_MID
train,WC-2014,kevin mirallas,P-25209,33639.0,1987-10-05,T-06,Belgium,MID,26.68583162217659,12000000.0,10000000.0,12000000.0,0.0,4.0,2.0,2.0,0,0.0,0.0,16.300417207752275,0.18232154012728954,False,False,False,True
train,WC-2014,simon mignolet,P-10313,50219.0,1988-03-06,T-06,Belgium,GK,26.26694045174538,12000000.0,5500000.0,14000000.0,0.0,0.0,0.0,0.0,0,0.15415067982725836,16.666666666666675,16.300417207752275,0.7801584590647396,False,False,True,False
train,WC-2014,sammy bossut,P-55762,48064.0,1985-08-11,T-06,Belgium,GK,28.83504449007529,1800000.0,1200000.0,2000000.0,0.0,0.0,0.0,0.0,0,0.10536051565782635,11.111111111111116,14.403297222866392,0.4054648303305795,False,False,True,False
train,WC-2014,dries mertens,P-84852,56416.0,1987-05-06,T-06,Belgium,FWD,27.10198494182067,14000000.0,13000000.0,18000000.0,1.0,5.0,3.0,2.0,0,0.25131442828090617,28.57142857142858,16.454567887579532,0.07410796665921683,False,True,False,False
train,WC-2014,daniel van buyten,P-21070,4740.0,1978-02-07,T-06,Belgium,DEF,36.342231348391515,1000000.0,1500000.0,,0.0,5.0,5.0,0.0,0,,,13.815510557964274,-0.4054647747751089,True,False,False,False
train,WC-2014,steven defour,P-03735,33866.0,1988-04-15,T-06,Belgium,MID,26.157426420260094,7000000.0,10000000.0,6000000.0,0.0,1.0,1.0,0.0,0,-0.15415067982725836,-14.28571428571429,15.761420707019587,-0.3566749010815947,False,False,False,True
train,WC-2014,divock origi,P-77619,148368.0,1995-04-18,T-06,Belgium,FWD,19.15126625598905,1000000.0,,9000000.0,1.0,5.0,2.0,3.0,0,2.1972245773362196,800.0,13.815510557964274,0.0,False,True,False,False
train,WC-2014,nicolas lombaerts,P-35334,20587.0,1985-03-20,T-06,Belgium,DEF,29.229295003422312,9000000.0,10000000.0,8000000.0,0.0,1.0,1.0,0.0,0,-0.11778303565638351,-11.111111111111116,16.012735135300492,-0.1053605045467164,True,False,False,False
train,WC-2014,mousa dembele,P-12533,19368.0,1987-07-16,T-06,Belgium,MID,26.90759753593429,20000000.0,21000000.0,17000000.0,0.0,2.0,2.0,0.0,0,-0.16251892949777494,-15.000000000000002,16.811242831518264,-0.04879016178847969,False,False,False,True
train,WC-2014,adnan januzaj,P-15896,177847.0,1995-02-05,T-06,Belgium,MID,19.34839151266256,6000000.0,,10000000.0,0.0,1.0,1.0,0.0,0,0.5108256237659907,66.66666666666667,15.60727002719233,0.0,False,False,False,True
train,WC-2014,anthony vanden borre,P-17974,15844.0,1987-10-24,T-06,Belgium,DEF,26.633812457221083,2000000.0,1000000.0,3000000.0,0.0,1.0,1.0,0.0,0,0.4054651081081644,50.0,14.508657738524219,0.6931466805603202,True,False,False,False
train,WC-2014,nacer chadli,P-69919,59631.0,1989-08-02,T-06,Belgium,MID,24.859685147159478,8000000.0,9000000.0,6000000.0,0.0,4.0,1.0,3.0,0,-0.2876820724517809,-25.0,15.89495209964411,-0.1177830217674962,False,False,False,True
train,WC-2014,laurent ciman,P-33520,22338.0,1985-08-05,T-06,Belgium,DEF,28.851471594798085,3200000.0,2500000.0,3000000.0,0.0,0.0,0.0,0.0,0,-0.06453852113757118,-6.25,14.978661367769956,0.2468599904315569,True,False,False,False
train,WC-2014,asmir begovic,P-80138,33873.0,1987-06-20,T-08,Bosnia and Herzegovina,GK,26.978781656399725,10000000.0,5000000.0,12000000.0,0.0,3.0,3.0,0.0,0,0.1823215567939546,19.999999999999996,16.11809565095832,0.6931470805599603,False,False,True,False
train,WC-2014,avdija vrsajevic,P-35118,28481.0,1986-03-06,T-08,Bosnia and Herzegovina,DEF,28.268309377138944,2000000.0,1750000.0,2000000.0,1.0,1.0,1.0,0.0,0,0.0,0.0,14.508657738524219,0.13353132119598937,True,False,False,False
train,WC-2014,ermin bicakcic,P-66286,51676.0,1990-01-24,T-08,Bosnia and Herzegovina,DEF,24.380561259411362,2500000.0,1500000.0,3500000.0,0.0,1.0,1.0,0.0,0,0.3364722366212129,39.99999999999999,14.73180128983843,0.5108253570994663,True,False,False,False
train,WC-2014,emir spahic,P-68768,25812.0,1980-08-18,T-08,Bosnia and Herzegovina,DEF,33.81519507186858,2500000.0,3000000.0,2000000.0,0.0,3.0,3.0,0.0,0,-0.2231435513142097,-19.999999999999996,14.73180128983843,-0.18232149012731247,True,False,False,False
train,WC-2014,sead kolasinac,P-96934,94005.0,1993-06-20,T-08,Bosnia and Herzegovina,DEF,20.97741273100616,5000000.0,1500000.0,7000000.0,0.0,2.0,2.0,0.0,0,0.3364722366212129,39.99999999999999,15.424948470398375,1.2039723376594715,True,False,False,False
train,WC-2014,ognjen vranjes,P-52464,94807.0,1989-10-24,T-08,Bosnia and Herzegovina,DEF,24.632443531827516,700000.0,1200000.0,700000.0,0.0,1.0,0.0,1.0,0,0.0,0.0,13.458835614025542,-0.5389959054952649,True,False,False,False
train,WC-2014,muhamed besic,P-74144,93905.0,1992-09-10,T-08,Bosnia and Herzegovina,DEF,21.752224503764545,1000000.0,700000.0,4000000.0,0.0,3.0,3.0,0.0,0,1.3862943611198906,300.0,13.815510557964274,0.3566745153678243,True,False,False,False
train,WC-2014,miralem pjanic,P-19478,44162.0,1990-04-02,T-08,Bosnia and Herzegovina,MID,24.194387405886378,20000000.0,14000000.0,30000000.0,1.0,3.0,3.0,0.0,0,0.4054651081081644,50.0,16.811242831518264,0.35667492251016225,False,False,False,True
train,WC-2014,vedad ibisevic,P-43723,21175.0,1984-08-06,T-08,Bosnia and Herzegovina,FWD,29.848049281314168,10000000.0,10000000.0,7000000.0,1.0,3.0,1.0,2.0,0,-0.35667494393873245,-30.000000000000004,16.11809565095832,0.0,False,True,False,False
train,WC-2014,zvjezdan misimovic,P-75995,2309.0,1982-06-05,T-08,Bosnia and Herzegovina,MID,32.01916495550992,3200000.0,3500000.0,3200000.0,0.0,2.0,2.0,0.0,0,0.0,0.0,14.978661367769956,-0.08961213190398083,False,False,False,True
train,WC-2014,edin dzeko,P-31839,28396.0,1986-03-17,T-08,Bosnia and Herzegovina,FWD,28.238193018480494,24000000.0,27000000.0,27000000.0,1.0,3.0,3.0,0.0,0,0.11778303565638346,12.5,16.99356438831222,-0.11778303102675397,False,True,False,False
train,WC-2014,jasmin fejzic,P-76271,,1986-05-15,T-08,Bosnia and Herzegovina,GK,28.076659822039698,,,,0.0,0.0,0.0,0.0,0,,,,0.0,False,False,True,False
train,WC-2014,mensur mujdza,P-63525,27900.0,1984-03-28,T-08,Bosnia and Herzegovina,DEF,30.206707734428473,3000000.0,3000000.0,1750000.0,0.0,2.0,2.0,0.0,0,-0.5389965007326869,-41.666666666666664,14.914122846632385,0.0,True,False,False,False
train,WC-2014,tino sven susic,P-85929,140790.0,1992-02-13,T-08,Bosnia and Herzegovina,MID,22.327173169062284,1000000.0,200000.0,2000000.0,0.0,2.0,1.0,1.0,0,0.6931471805599453,100.0,13.815510557964274,1.6094339124461003,False,False,False,True
train,WC-2014,toni sunjic,P-19073,60790.0,1988-12-15,T-08,Bosnia and Herzegovina,DEF,25.489390828199863,1000000.0,700000.0,2500000.0,0.0,2.0,2.0,0.0,0,0.9162907318741551,150.0,13.815510557964274,0.3566745153678243,True,False,False,False
train,WC-2014,senad lulic,P-74278,61449.0,1986-01-18,T-08,Bosnia and Herzegovina,MID,28.396988364134156,10000000.0,8500000.0,14000000.0,0.0,2.0,2.0,0.0,0,0.3364722366212129,39.99999999999999,16.11809565095832,0.1625189118507181,False,False,False,True
train,WC-2014,senijad ibricic,P-64096,27861.0,1985-09-26,T-08,Bosnia and Herzegovina,MID,28.709103353867214,2500000.0,4000000.0,2800000.0,0.0,0.0,0.0,0.0,0,0.11332868530700327,12.00000000000001,14.73180128983843,-0.4700034792457843,False,False,False,True
train,WC-2014,haris medunjanin,P-34727,30666.0,1985-03-08,T-08,Bosnia and Herzegovina,MID,29.2621492128679,3000000.0,2200000.0,3000000.0,0.0,2.0,1.0,1.0,0,0.0,0.0,14.914122846632385,0.310154807091766,False,False,False,True
train,WC-2014,edin visca,P-55809,109217.0,1990-02-17,T-08,Bosnia and Herzegovina,FWD,24.314852840520192,2500000.0,2200000.0,3750000.0,0.0,2.0,0.0,2.0,0,0.4054651081081644,50.0,14.73180128983843,0.12783331696445363,False,True,False,False
train,WC-2014,izet hajrovic,P-03146,74996.0,1991-08-04,T-08,Bosnia and Herzegovina,MID,22.855578370978783,4500000.0,2500000.0,3500000.0,0.0,2.0,2.0,0.0,0,-0.25131442828090605,-22.22222222222222,15.319587954740548,0.5877864871243966,False,False,False,True
train,WC-2014,anel hadzic,P-15457,51311.0,1989-08-16,T-08,Bosnia and Herzegovina,MID,24.82135523613963,950000.0,950000.0,1000000.0,0.0,1.0,1.0,0.0,0,0.05129329438755048,5.263157894736836,13.764217263576723,0.0,False,False,False,True
train,WC-2014,asmir avdukic,P-78276,,1981-05-13,T-08,Bosnia and Herzegovina,GK,33.08145106091718,,,,0.0,0.0,0.0,0.0,0,,,,0.0,False,False,True,False
